회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
한온시스템,018880,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",7/31/1996,12월,각자대표집행임원 2인 - 성민석(대표집행임원) - 너달 쿠추카야(대표집행임원),http://www.hanonsystems.com,대전광역시
HLB,028300,선박 및 보트 건조업,"구명정, GRP/GRE PIPPE",7/27/1996,12월,"진양곤, 김동건 (각자대표)",http://www.hlbkorea.com,울산광역시
팜스토리,027710,동물용 사료 및 조제식품 제조업,사료,7/6/1996,12월,"편명식, 배수한(각자대표)",http://www.dodrambnf.co.kr,서울특별시
세원정공,021820,자동차 신품 부품 제조업,"자동차부품(차체류,램프류) 제조",7/3/1996,06월,"김문기, 김상현",http://www.se-won.co.kr,대구광역시
세하,027970,"펄프, 종이 및 판지 제조업","백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사",7/3/1996,12월,"이제선, 안재호",http://www.seha.co.kr,대구광역시
영풍제지,006740,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",7/3/1996,12월,이관형,http://www.yp21.co.kr,경기도
유니온,000910,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",7/3/1996,12월,"이건영, 이우선",http://www.unioncement.com,서울특별시
키다리스튜디오,020120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",7/3/1996,12월,김영훈,http://www.kidaristudio.com,서울특별시
한섬,020000,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",7/3/1996,12월,김민덕,http://www.handsome.co.kr,서울특별시
현대엘리베이터,017800,일반 목적용 기계 제조업,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수",7/3/1996,12월,송승봉,http://www.hyundaielevator.co.kr,경기도
환인제약,016580,의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",7/3/1996,12월,"이광식, 이원범(각자 대표이사)",http://www.whanin.co.kr,서울특별시
삼보판지,023600,"펄프, 종이 및 판지 제조업","골판지,골판지상자",5/29/1996,12월,류진호,http://www.isambo.com,경기도
삼목에스폼,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업","갱폼,알루미늄폼,특수폼,알루미늄압출재",5/3/1996,12월,엄석호,http://www.sammok.co.kr,경기도
에이스침대,003800,가구 제조업,침대,5/3/1996,12월,안성호,http://www.acebed.co.kr,경기도
원익큐브,014190,기타 전문 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기",4/26/1996,12월,문경수,http://www.wonikcube.com,경기도
계룡건설산업,013580,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1/30/1996,12월,"한승구, 이승찬",http://www.krcon.co.kr,대전광역시
서원,021050,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",1/30/1996,12월,"조시영, 조경호",http://www.swbrass.co.kr,경기도
에스원,012750,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라",1/30/1996,12월,"노희찬, 모리야 키요시",http://www.s1.co.kr,서울특별시
태경산업,015890,기초 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",1/30/1996,12월,김해련,http://www.taekyung.co.kr,서울특별시
리드코프,012700,기타 전문 도매업,화공약품운반,1/19/1996,12월,김철우,http://www.leadcorp.co.kr,서울특별시
유니슨,018000,일반 목적용 기계 제조업,"풍력발전기, 풍력타워",1/10/1996,12월,허화도,http://www.unison.co.kr,경상남도
아난티,025980,일반 및 생활 숙박시설 운영업,리조트 운영 및 분양,1/6/1996,12월,이만규,http://www.ananti.kr,충청북도
광진실업,026910,1차 철강 제조업,마봉,1/3/1996,12월,"허유석, 허정도",http://www.kjsteel.co.kr,부산광역시
인터엠,017250,영상 및 음향기기 제조업,음향기기,1/3/1996,09월,조남용,http://www.inter-m.co.kr,경기도
신대양제지,016590,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",12/21/1995,12월,"권혁홍, 이상천(각자 대표이사)",http://www.dygroup.co.kr,경기도
와이투솔루션,011690,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",12/21/1995,12월,강석환,http://www.yuyang.co.kr,경기도
남해화학,025860,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",11/10/1995,12월,하형수,http://www.nhchem.co.kr,서울특별시
동원금속,018500,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",11/10/1995,03월,"이은우, 박승룡",http://www.dwmic.com,경상북도
성안,011300,직물직조 및 직물제품 제조업,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",11/10/1995,12월,박상태,http://www.startex.co.kr,대구광역시
성우하이텍,015750,자동차 신품 부품 제조업,자동차범퍼,11/4/1995,12월,"이명근, 이문용(각자대표)",http://www.swhitech.co.kr,부산광역시
대신정보통신,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","디지털서비스, SI서비스, 산업용 PDA",10/6/1995,03월,"이재원, 최현택 (각자 대표이사)",http://www.dsic.co.kr,광주광역시
서부T&D,006730,일반 및 생활 숙박시설 운영업,석유류판매,10/6/1995,12월,승만호,,서울특별시
HMM,011200,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",10/5/1995,12월,배재훈,http://www.hmm21.com,서울특별시
경인양행,012610,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",10/5/1995,12월,"김흥준,조성용 (각자대표이사)",http://www.kyungin.co.kr,인천광역시
풀무원,017810,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출",10/5/1995,12월,이효율,http://www.pulmuone.co.kr,충청북도
서울도시가스,017390,연료용 가스 제조 및 배관공급업,"도시가스공급,가스공급설비공사",8/18/1995,12월,공동대표이사 박근원 공동대표이사 김진철,http://www.seoulgas.co.kr,서울특별시
이구산업,025820,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",8/18/1995,12월,"안월환, 김영길(각자 대표이사)",http://www.leeku.net,경기도
동신건설,025950,토목 건설업,토목,8/7/1995,12월,"김근한,김동한",http://www.dongsin.biz,경상북도
동화기업,025900,나무제품 제조업,"PB, MDF, 표면재,온돌마루, 창호, 도어 등",8/7/1995,12월,김홍진,http://www.dongwha.co.kr,인천광역시
에넥스,011090,가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",7/8/1995,12월,박진규,http://www.enex.co.kr,서울특별시
에이프로젠 MED,007460,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",7/8/1995,12월,김재섭,http://www.aprogen-kic.com,경기도
제이준코스메틱,025620,기타 화학제품 제조업,화장품 제조 판매,7/8/1995,12월,이진형,http://www.jayjun.kr,인천광역시
한국카본,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",7/8/1995,12월,"조문수, 이명화 공동대표이사",http://www.hcarbon.com,경상남도
신라에스지,025870,음·식료품 및 담배 도매업,수산물도매,7/7/1995,12월,권기서,http://www.sisfood.co.kr,서울특별시
케이씨피드,025880,동물용 사료 및 조제식품 제조업,사료,7/7/1995,12월,"정한식, 김희철(각자 대표이사)",http://www.kcfeed.co.kr,경상북도
한탑,002680,"곡물가공품, 전분 및 전분제품 제조업","소맥분(밀가루),배합사료",7/7/1995,12월,하상경,http://www.hantop.com,부산광역시
한국선재,025550,1차 철강 제조업,철강선재류,6/19/1995,12월,이제훈(단독대표),http://www.ehansun.co.kr,부산광역시
대성엘텍,025440,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,5/22/1995,12월,"박상규, 박계현",http://www.dseltec.co.kr,서울특별시
시노펙스,025320,전자부품 제조업,"전자부품, 필터",4/20/1995,12월,손경익,http://www.synopex.com,경상북도
PN풍년,024940,기타 금속 가공제품 제조업,압력솥,1/4/1995,12월,유재원,http://www.pn.co.kr,경기도
삼천리자전거,024950,생활용품 도매업,자전거,1/4/1995,12월,신동호,http://www.samchuly.co.kr,서울특별시
메디앙스,014100,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1/3/1995,12월,박수찬,http://www.medience.co.kr,서울특별시
KBI메탈,024840,1차 비철금속 제조업,"동ROD, 모터코어",12/29/1994,12월,박한상,http://www.kbimetal.co.kr,대구광역시
경창산업,024910,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품",12/29/1994,12월,"손일호,이동현",http://www.kc.co.kr,대구광역시
대륙제관,004780,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기,12/29/1994,12월,"박봉국, 박봉준 (각자대표이사)",http://www.drcc.co.kr,서울특별시
동원개발,013120,건물 건설업,도급공사,12/29/1994,12월,장복만,http://www.dongwonapt.co.kr,부산광역시
세원물산,024830,자동차 신품 부품 제조업,라디에이터서포터,12/29/1994,12월,김도현,http://www.se-won.co.kr,경상북도
이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",무정전전원공급장치,12/29/1994,12월,김성규,http://www.eti21.com,서울특별시
케이피에프,024880,기타 금속 가공제품 제조업,볼트류,12/29/1994,12월,"송무현, 김형노",http://www.kpf.co.kr,경기도
KPX케미칼,025000,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",12/27/1994,12월,"양준영, 김문영, 최재호(각자대표이사)",http://www.kpxchemical.com,서울특별시
지코,010580,자동차 신품 부품 제조업,"자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조",12/27/1994,12월,정병수,http://www.jico21.com,충청남도
태평양물산,007980,봉제의복 제조업,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역",12/27/1994,12월,임석원,http://www.panpacific.co.kr,서울특별시
KB오토시스,024120,자동차 신품 부품 제조업,브레이크패드,12/7/1994,12월,김신완,http://www.kbautosys.com,충청남도
신원종합개발,017000,건물 건설업,토건,12/7/1994,12월,우진호,http://www.swc.co.kr,경기도
흥구석유,024060,기타 전문 도매업,휘발유등,12/7/1994,12월,김상우,,대구광역시
대한약품,023910,의약품 제조업,수액제,11/23/1994,12월,이윤우,http://www.daihan.com,서울특별시
이화공영,001840,건물 건설업,도급공사,11/23/1994,12월,"최삼규,최종찬",http://www.ee-hwa.co.kr,서울특별시
풍국주정,023900,알코올음료 제조업,발효주정,11/23/1994,12월,"이한용, 김규호(각자 대표이사)",http://www.pungguk.com,대구광역시
대림제지,017650,기타 종이 및 판지 제품 제조업,골판지원지,11/7/1994,12월,류 창 승,http://www.daelimpaper.co.kr,경기도
대한광통신,010170,절연선 및 케이블 제조업,광섬유,11/7/1994,12월,도문현,http://www.tfo.co.kr,경기도
동일철강,023790,1차 철강 제조업,봉강,11/7/1994,12월,장인화,http://www.dongilsteel.com,부산광역시
플레이위드,023770,소프트웨어 개발 및 공급업,게임소프트웨어,11/7/1994,12월,김학준,http://www.playwith.co.kr,경기도
한국캐피탈,023760,기타 금융업,리스수수료,11/7/1994,12월,이상춘,http://www.hkcapital.co.kr,대전광역시
한일사료,005860,동물용 사료 및 조제식품 제조업,배합사료,11/7/1994,12월,차상협,http://www.hanilfeed.com,경기도
KC그린홀딩스,009440,기타 금융업,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치",11/5/1994,12월,이태영,http://www.kcgreenholdings.com,서울특별시
문배철강,008420,1차 철강 제조업,"철강재중 판재류(후판,박판,무늬강판) 제조,도매",11/5/1994,12월,배종민,http://www.moonbaesteel.co.kr,서울특별시
웅진,016880,기타 금융업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업",11/5/1994,12월,이수영,http://www.woongjin.com,서울특별시
모베이스전자,012860,자동차 신품 부품 제조업,"스마트키,스위치",10/26/1994,12월,"김상영, 이광윤",http://www.mobaseelec.com,경기도
CNH,023460,신탁업 및 집합투자업,투자자문,10/7/1994,12월,"임영기,김양수(각자 대표이사)",http://www.cnhcap.co.kr,경기도
국영지앤엠,006050,유리 및 유리제품 제조업,강화유리,10/7/1994,12월,최재원,http://www.kukyong.com,서울특별시
유진기업,023410,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,10/7/1994,12월,최종성,http://www.eugenes.co.kr,경기도
제일제강,023440,1차 철강 제조업,"연강선재, 경강선재, CHQ외",10/7/1994,12월,한상민,http://www.jeilsteel.co.kr,경기도
보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전용자재,9/7/1994,12월,임재황,http://www.bosungpower.co.kr,충청북도
브이티지엠피,018290,컴퓨터 및 주변장치 제조업,"화장품, 라미네이팅필름, 라미네이팅기계",9/7/1994,12월,"강승곤, 정철, 김양평",http://www.vtgmpcorp.co.kr,경기도
태광,023160,1차 철강 제조업,"각종 배관자재, 관이음쇠류 제조 및 판매",9/7/1994,12월,윤 성 덕,http://www.tkbend.co.kr,부산광역시
